"STATISTIC","Statistic Label","TLIST(A1)","Year","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTA01C1","Number of Trips by Irish Residents","2016","2016","02","Outbound","04","Education and training","Thousand","100"
"HTA01C1","Number of Trips by Irish Residents","2016","2016","02","Outbound","06","Work/looking for work","Thousand","107"
"HTA01C1","Number of Trips by Irish Residents","2016","2016","02","Outbound","07","Sporting events","Thousand","264"
"HTA01C1","Number of Trips by Irish Residents","2016","2016","02","Outbound","08","Other reasons","Thousand","285"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","-","All reasons for journey","Thousand","9626"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","01","Holiday","Thousand","4886"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","02","Business","Thousand","426"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","03","Visiting friends/relatives","Thousand","3096"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","04","Education and training","Thousand","218"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","06","Work/looking for work","Thousand","68"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","07","Sporting events","Thousand","335"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","01","Domestic","08","Other reasons","Thousand","598"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","-","All reasons for journey","Thousand","8171"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","01","Holiday","Thousand","4912"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","02","Business","Thousand","753"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","03","Visiting friends/relatives","Thousand","1730"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","04","Education and training","Thousand","113"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","06","Work/looking for work","Thousand","111"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","07","Sporting events","Thousand","288"
"HTA01C1","Number of Trips by Irish Residents","2017","2017","02","Outbound","08","Other reasons","Thousand","263"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","-","All reasons for journey","Thousand","10919"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","01","Holiday","Thousand","5323"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","02","Business","Thousand","473"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","03","Visiting friends/relatives","Thousand","3759"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","04","Education and training","Thousand","183"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","06","Work/looking for work","Thousand","130"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","07","Sporting events","Thousand","387"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","01","Domestic","08","Other reasons","Thousand","664"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","-","All reasons for journey","Thousand","8643"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","01","Holiday","Thousand","5155"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","02","Business","Thousand","854"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","03","Visiting friends/relatives","Thousand","1884"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","04","Education and training","Thousand","111"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","06","Work/looking for work","Thousand","62"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","07","Sporting events","Thousand","326"
"HTA01C1","Number of Trips by Irish Residents","2018","2018","02","Outbound","08","Other reasons","Thousand","250"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","-","All reasons for journey","Thousand","11621"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","01","Holiday","Thousand","5819"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","02","Business","Thousand","551"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","03","Visiting friends/relatives","Thousand","3847"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","04","Education and training","Thousand","188"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","06","Work/looking for work","Thousand","159"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","07","Sporting events","Thousand","392"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","01","Domestic","08","Other reasons","Thousand","665"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","-","All reasons for journey","Thousand","9350"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","01","Holiday","Thousand","5566"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","02","Business","Thousand","892"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","03","Visiting friends/relatives","Thousand","1936"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","04","Education and training","Thousand","148"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","06","Work/looking for work","Thousand","130"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","07","Sporting events","Thousand","368"
"HTA01C1","Number of Trips by Irish Residents","2019","2019","02","Outbound","08","Other reasons","Thousand","309"
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","-","All reasons for journey","Thousand","7721"
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","01","Holiday","Thousand","4155"
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","02","Business","Thousand","243"
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","03","Visiting friends/relatives","Thousand","2609"
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","04","Education and training","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","07","Sporting events","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","01","Domestic","08","Other reasons","Thousand","715"
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","-","All reasons for journey","Thousand","2365"
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","01","Holiday","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","02","Business","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","03","Visiting friends/relatives","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","04","Education and training","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","06","Work/looking for work","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","07","Sporting events","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2020","2020","02","Outbound","08","Other reasons","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","-","All reasons for journey","Thousand","5663"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","01","Holiday","Thousand","3164"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","02","Business","Thousand","165"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","03","Visiting friends/relatives","Thousand","1880"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","04","Education and training","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","07","Sporting events","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2021","2021","01","Domestic","08","Other reasons","Thousand","454"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","-","All reasons for journey","Thousand","2276"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","01","Holiday","Thousand","1080"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","02","Business","Thousand","171"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","03","Visiting friends/relatives","Thousand","742"
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","04","Education and training","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","06","Work/looking for work","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","07","Sporting events","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2021","2021","02","Outbound","08","Other reasons","Thousand","283"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","-","All reasons for journey","Thousand","13274"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","01","Holiday","Thousand","6620"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","02","Business","Thousand","528"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","03","Visiting friends/relatives","Thousand","4558"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","04","Education and training","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","07","Sporting events","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2022","2022","01","Domestic","08","Other reasons","Thousand","1568"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","-","All reasons for journey","Thousand","8546"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","01","Holiday","Thousand","5385"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","02","Business","Thousand","502"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","03","Visiting friends/relatives","Thousand","2082"
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","04","Education and training","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","06","Work/looking for work","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","07","Sporting events","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2022","2022","02","Outbound","08","Other reasons","Thousand","576"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","-","All reasons for journey","Thousand","14309"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","01","Holiday","Thousand","6376"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","02","Business","Thousand","687"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","03","Visiting friends/relatives","Thousand","5728"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","04","Education and training","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","07","Sporting events","Thousand",""
"HTA01C1","Number of Trips by Irish Residents","2023","2023","01","Domestic","08","Other reasons","Thousand","1518"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","02","Outbound","-","All reasons for journey","Thousand","12633"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","02","Outbound","01","Holiday","Thousand","7271"
"HTA01C1","Number of Trips by Irish Residents","2023","2023","02","Outbound","02","Business","Thousand","983"
